Beam50,Beam
229200.8,122339.8
229184.8,122351.7
229174.8,122353.1
229147.6,122350.1
229154.4,122344.2
229143.1,122344
229129.9,122340.3
229135,122337.9
229139.4,122344.9
229137.4,122333.3
229127.1,122328.9
229111.1,122331.1
229103.3,122334.8
229125.8,122325.9
229097.9,122314.1
229086.3,122316.3
229102.3,122320.3
229081.5,122316.8
229046.8,122315.8
229032.4,122313.9
229037.3,122306.2
229028.4,122305.5
229027.6,122312.2
229027.6,122310.1
229004.5,122295.5
229020.1,122292.9
229018.1,122291.1
228988.1,122296.5
228976.3,122294.8
228980.4,122286.6
228989.9,122287.8
228993.3,122274.2
228955.5,122278.8
228944.6,122280.8
228930.3,122271.1
228933.4,122267.2
228943.9,122269.3
228918,122270.9
228911.1,122264.3
228914.9,122265.5
228900.3,122251.4
228863.9,122258.5
228850.5,122246.1
228852.3,122250.4
228893.8,122265.9
228887.8,122259.1
228875.8,122253.4
228866.6,122248.1
228857.8,122240.8
228815.5,122232.3
228831.1,122246.4
228847.5,122248.5
228863.5,122246.6
228842.4,122241.7
228812.4,122228.4
228803.9,122234.3
228776.3,122215.8
228767.5,122216.4
228762.6,122228.6
228767.5,122234.5
228774.6,122224.1
228773.3,122222.4
228767.1,122211.5
228736.8,122193.3
228737.1,122197.8
228758.6,122207.9
228730.4,122213.9
228735.1,122204.6
228729.6,122207.8
228736.8,122210
228697,122203
228729,122201.1
228730.6,122206.4
228691.1,122201.1
228697.3,122192.1
228704.1,122186.6
228697.6,122198.3
228654.8,122190.3
228670.8,122198.4
228647.9,122200.9
228639,122195.9
228635.6,122180.9
228640.1,122189.4
228641.4,122186.3
228614.9,122167.6
228625.1,122180.2
228634.6,122180.2
228620.4,122190.6
228589.6,122167.3
228597.9,122171.2
228594.1,122160.3
228565.9,122148.7
228579.8,122158.4
228577.1,122157
228585.9,122147
228588.6,122148.2
228568.9,122148.3
228551.5,122146.6
228528.8,122137.4
228550.1,122145.4
228524.6,122143.8
228526.6,122142.7
228529.4,122144.1
228513.4,122131.8
228527,122126.2
228506.9,122128.3
228515.8,122137.4
228523.6,122129.9
228504.9,122133.4
228515.1,122141.4
228488.9,122127.9
228494.3,122128.4
228450.8,122122.6
228465.4,122134.6
228468.1,122129.1
228439.8,122131
228467,122132.9
228444.6,122120.9
228433.4,122116.5
228430.6,122114.3
228434.4,122100.8
228447.6,122111.6
228406.8,122125.7
228416.6,122122.3
228413.3,122110.2
228414.6,122105.1
228403.8,122103.1
228365.5,122093.2
228380.5,122092
228390.4,122093.7
228388.8,122094.5
228348.9,122101.9
228369,122096.6
228376.1,122084.1
228377.8,122086.5
228364.1,122083.3
228349.5,122085
228343.1,122077.3
228342,122071.6
228335.9,122081.9
228319.3,122071.6
228326,122071.2
228320.9,122080.8
228297.4,122080.8
228316.1,122080.6
228294,122063.9
228287.3,122061.8
228287.3,122053.3
228282.5,122061
228262,122067.9
228280,122069.8
228285.5,122060.8
228256.5,122054.2
228268.5,122048.9
228239.5,122048.6
228248.8,122047.4
228241.9,122046.5
228251.1,122048.9
228241.3,122054.3
228235.8,122050.3
228228.3,122048.2
228216.8,122045.6
228210.6,122036.4
228203.8,122040.7
228209.5,122039.2
228222.5,122024.6
228205.1,122034.6
228220.1,122040.1
228168.4,122041.9
228210.3,122028.8
228199.4,122039.2
228166,122030.3
228159.1,122030.8
228178.9,122030.8
228176.9,122033.9
228153.4,122032.6
228125.8,122029.6
228147.5,122028.6
228154.8,122034.4
228140.8,122036.6
228157.5,122019.9
228127.1,122015.9
228101.3,122000
228126.8,122014
228133.6,122018.6
228108.4,122008.5
228117.9,122012.3
228112.1,122013.8
228101.3,122015.3
228099.9,122011.6
228097.1,122005.6
228082.1,122007.3
228079.8,122001.2
228063.8,122004.1
228072.6,121995.6
228073,121998.1
228069.9,121992.9
228075.8,121998.8
228083.3,122000.2
228095.8,121997.4
228054.9,122003.1
228031.8,121996.9
228038.9,121980.3
228042,121991.5
228028.4,121984.3
228021.9,121992.7
228056.3,122007.5
228012.4,121994.3
