08
H2O16c_ppm_se,H2O18c_ppm_se,HODc_ppm_se,
9.17470e+01,1.34567e-01,4.87449e-02,
9.25904e+01,1.28212e-01,-2.24066e+00,
9.44183e+01,1.34458e-01,-2.23653e+00,
9.16032e+01,1.35889e-01,-2.24290e+00,
8.90675e+01,1.32640e-01,-2.24869e+00,
9.30127e+01,1.37234e-01,-2.23970e+00,
9.52733e+01,1.39480e-01,-2.23460e+00,
9.75146e+01,1.35594e-01,2.87230e-02,
9.16023e+01,1.33282e-01,-2.24291e+00,
9.38600e+01,1.39951e-01,-2.23779e+00,
8.88521e+01,1.32771e-01,-2.24919e+00,
1.01202e+02,1.32233e-01,-2.22136e+00,
9.57317e+01,1.30183e-01,-2.23357e+00,
8.53143e+01,1.35551e-01,-2.25734e+00,
9.40298e+01,1.34344e-01,2.35507e-02,
9.19623e+01,1.33707e-01,-2.24209e+00,
9.36567e+01,1.36610e-01,2.98256e-02,
1.01941e+02,1.35927e-01,-2.21973e+00,
9.30574e+01,1.33370e-01,1.14383e-02,
1.00725e+02,1.42387e-01,6.29909e-02,
9.16892e+01,1.37340e-01,4.30388e-02,
9.55054e+01,1.35773e-01,1.82890e-02,
9.63276e+01,1.44344e-01,4.79594e-04,
9.07723e+01,1.31223e-01,4.93123e-02,
8.85265e+01,1.35827e-01,-2.24993e+00,
9.25212e+01,1.37318e-01,3.69776e-02,
9.59418e+01,1.27439e-01,-2.23309e+00,
9.41203e+01,1.32503e-01,1.11049e-02,
9.69302e+01,1.27902e-01,4.21412e-02,
9.21209e+01,1.32028e-01,2.85131e-02,
8.96981e+01,1.37867e-01,2.24725e+06,
9.16307e+01,1.33077e-01,3.00918e-02,
9.56994e+01,1.33559e-01,3.64770e-02,
9.80308e+01,1.36682e-01,3.42119e-02,
9.14212e+01,1.32775e-01,8.69342e-02,
9.68278e+01,1.37020e-01,-2.23111e+00,
9.38993e+01,1.27164e-01,2.96069e-02,
8.63042e+01,1.31815e-01,-2.25505e+00,
9.11136e+01,1.40489e-01,2.31550e-02,
9.88778e+01,1.39236e-01,4.43399e-02,
9.40898e+01,1.35041e-01,3.64690e-02,
9.54576e+01,1.37764e-01,1.05602e-02,
9.28396e+01,1.32514e-01,2.65975e-02,
9.66615e+01,1.31632e-01,1.41177e-02,
9.02959e+01,1.24243e-01,-2.24588e+00,
9.60812e+01,1.40489e-01,7.14805e-02,
7.83489e+01,1.19357e-01,2.27364e+06,
8.80866e+01,1.34148e-01,-2.25094e+00,
9.43729e+01,1.31722e-01,-2.23663e+00,
8.65738e+01,1.33726e-01,5.61218e-02,
9.76380e+01,1.36234e-01,4.28042e-02,
9.38349e+01,1.31263e-01,1.08810e-02,
9.24926e+01,1.31751e-01,-2.24088e+00,
9.31498e+01,1.27081e-01,-2.23939e+00,
9.34930e+01,1.32509e-01,-2.23862e+00,
9.77421e+01,1.33838e-01,5.49228e-02,
8.68915e+01,1.34441e-01,-2.25370e+00,
1.00767e+02,1.31529e-01,2.49763e-02,
9.40465e+01,1.28893e-01,-2.23737e+00,
9.99530e+01,1.33107e-01,2.11148e-02,
8.41250e+01,1.34378e-01,-2.26010e+00,
8.98157e+01,1.42002e-01,2.81217e-02,
9.16621e+01,1.32057e-01,-2.24277e+00,
8.69353e+01,1.36830e-01,1.53216e-02,
8.86439e+01,1.27667e-01,-2.24967e+00,
8.59265e+01,1.36173e-01,3.54995e-02,
9.27500e+01,1.37295e-01,3.76312e-02,
8.46921e+01,1.39052e-01,5.71514e-02,
9.51917e+01,1.38884e-01,3.95261e-02,
9.22213e+01,1.37869e-01,-2.24150e+00,
9.06254e+01,1.32652e-01,4.15414e-02,
9.48343e+01,1.34854e-01,3.99795e-02,
8.65176e+01,1.36445e-01,-2.25456e+00,
9.41958e+01,1.31761e-01,-2.23703e+00,
8.99143e+01,1.39063e-01,3.28372e-02,
9.04123e+01,1.32448e-01,-2.24562e+00,
9.21587e+01,1.36883e-01,-2.24164e+00,
9.27446e+01,1.39322e-01,3.50272e-02,
9.68686e+01,1.37325e-01,-2.23101e+00,
8.77645e+01,1.33967e-01,-2.25169e+00,
9.69008e+01,1.30641e-01,-2.23094e+00,
9.64866e+01,1.31190e-01,4.18839e-02,
8.83307e+01,1.37377e-01,5.20181e-02,
9.98010e+01,1.30231e-01,2.78449e-02,
8.93769e+01,1.37652e-01,-2.24799e+00,
9.67355e+01,1.35603e-01,3.19950e-02,
1.00951e+02,1.32294e-01,3.44787e-02,
8.51098e+01,1.28539e-01,4.20163e-02,
9.73672e+01,1.35262e-01,-2.22990e+00,
8.93096e+01,1.37407e-01,4.71436e-02,
9.64887e+01,1.39303e-01,-2.23187e+00,
8.99896e+01,1.36935e-01,3.42494e-02,
9.40499e+01,1.29786e-01,-2.23736e+00,
9.53547e+01,1.37719e-01,-2.23441e+00,
8.67439e+01,1.28317e-01,4.84506e-02,
9.34617e+01,1.30400e-01,3.91992e-02,
8.99051e+01,1.36335e-01,-2.24678e+00,
9.65644e+01,1.31962e-01,-2.23170e+00,
9.18056e+01,1.31448e-01,6.94610e-02,
9.69790e+01,1.27928e-01,5.97958e-02,
8.70237e+01,1.35227e-01,-2.25339e+00,
9.34666e+01,1.36954e-01,1.97937e-02,
9.75908e+01,1.33477e-01,-2.22940e+00,
9.48083e+01,1.39402e-01,2.87318e-02,
9.03304e+01,1.33816e-01,2.96796e-02,
9.02927e+01,1.36719e-01,-2.24589e+00,
8.83038e+01,1.42480e-01,-2.25045e+00,
8.67102e+01,1.29868e-01,-2.25411e+00,
9.98639e+01,1.39950e-01,-2.22433e+00,
9.05254e+01,1.34591e-01,1.12889e-02,
9.49793e+01,1.35415e-01,3.46559e-02,
9.06024e+01,1.33290e-01,-2.24518e+00,
9.08759e+01,1.36280e-01,3.86244e-02,
8.55315e+01,1.28288e-01,9.10073e+05,
9.04105e+01,1.32009e-01,-2.24562e+00,
9.20095e+01,1.37675e-01,3.12695e-02,
8.71141e+01,1.31681e-01,-2.25318e+00,
9.43825e+01,1.27882e-01,1.17079e-03,
9.82626e+01,1.43092e-01,-2.22790e+00,
9.16627e+01,1.28183e-01,-2.24277e+00,
9.12164e+01,1.39559e-01,-2.24378e+00,
1.02426e+02,1.35053e-01,4.04914e-02,
9.19311e+01,1.33952e-01,1.13428e-02,
8.93332e+01,1.33274e-01,-2.24809e+00,
9.51607e+01,1.41803e-01,2.84548e-02,
9.40270e+01,1.29047e-01,4.65033e-02,
8.74415e+01,1.33680e-01,3.72006e-02,
9.81520e+01,1.37675e-01,-2.22814e+00,
9.13459e+01,1.31777e-01,-2.24349e+00,
9.37940e+01,1.27061e-01,2.77853e-02,
9.44512e+01,1.26495e-01,1.68020e-02,
9.35326e+01,1.30697e-01,-2.23853e+00,
9.35943e+01,1.34359e-01,-2.23839e+00,
8.99537e+01,1.30200e-01,-2.24667e+00,
8.80577e+01,1.35984e-01,-2.25101e+00,
8.92924e+01,1.29472e-01,-2.24818e+00,
9.17158e+01,1.40745e-01,3.75651e-02,
9.05871e+01,1.31990e-01,1.68556e-02,
9.54028e+01,1.39583e-01,4.42744e-02,
9.06761e+01,1.31251e-01,3.63674e-02,
1.04330e+02,1.38303e-01,5.10365e-02,
9.30349e+01,1.36654e-01,-2.23965e+00,
9.41119e+01,1.28937e-01,3.03923e-02,
9.56916e+01,1.34796e-01,3.30448e-02,
8.54716e+01,1.36585e-01,-2.25698e+00,
8.74547e+01,1.37974e-01,7.71549e-03,
9.64624e+01,1.38153e-01,7.83635e-02,
8.86089e+01,1.30745e-01,-2.24975e+00,
8.98005e+01,1.40958e-01,-2.24702e+00,
9.07937e+01,1.35910e-01,1.43445e-02,
8.50665e+01,1.33168e-01,-2.25791e+00,
8.75337e+01,1.28937e-01,4.45370e-03,
8.44644e+01,1.28487e-01,-2.25931e+00,
8.68468e+01,1.34660e-01,-2.25380e+00,
9.24326e+01,1.22521e-01,-2.24102e+00,
9.18254e+01,1.35603e-01,2.10835e-02,
8.57049e+01,1.25699e-01,-2.25644e+00,
9.04222e+01,1.36200e-01,-2.24560e+00,
9.20570e+01,1.32306e-01,-2.24187e+00,
9.17443e+01,1.28748e-01,-2.24258e+00,
9.72848e+01,1.36701e-01,-2.23008e+00,
9.16341e+01,1.27447e-01,-2.24283e+00,
9.07738e+01,1.34792e-01,-2.24479e+00,
9.55187e+01,1.30705e-01,4.12779e-02,
8.98599e+01,1.37505e-01,1.90096e-02,
1.00131e+02,1.31514e-01,4.91895e-02,
9.04513e+01,1.32762e-01,-2.24553e+00,
9.88365e+01,1.36407e-01,-2.22662e+00,
9.90466e+01,1.29724e-01,1.93667e-02,
9.94830e+01,1.31405e-01,5.94316e-02,
9.25370e+01,1.34095e-01,2.24951e-02,
9.35091e+01,1.29172e-01,3.97225e-02,
7.80583e+01,1.32809e-01,-2.27432e+00,
9.77480e+01,1.32269e-01,1.68932e-02,
9.84164e+01,1.38000e-01,1.07127e-04,
8.76692e+01,1.31568e-01,-2.25190e+00,
9.96382e+01,1.37738e-01,5.41032e-02,
9.42810e+01,1.27876e-01,2.60860e-02,
9.00104e+01,1.33652e-01,-2.24654e+00,
9.32473e+01,1.40600e-01,6.14470e-02,
9.12275e+01,1.32942e-01,2.40485e-02,
9.76899e+01,1.39725e-01,9.75956e-03,
9.06939e+01,1.35876e-01,2.91036e-02,
8.50507e+01,1.37243e-01,-2.25795e+00,
9.95694e+01,1.41294e-01,5.34514e-02,
9.83581e+01,1.33540e-01,-2.22768e+00,
8.89069e+01,1.27613e-01,3.71498e-02,
8.73979e+01,1.26811e-01,-2.25253e+00,
9.80853e+01,1.36979e-01,4.98030e-02,
8.27885e+01,1.31300e-01,2.67830e-02,
9.46425e+01,1.36430e-01,-2.23602e+00,
8.94655e+01,1.34534e-01,-2.24778e+00,
8.11044e+01,1.24137e-01,2.26715e+06,
9.49491e+01,1.32251e-01,-2.23533e+00,
8.54016e+01,1.32414e-01,6.33760e-03,
9.26047e+01,1.37736e-01,-2.24063e+00,
8.31196e+01,1.29267e-01,-2.26244e+00,
9.75288e+01,1.27944e-01,1.97983e-02,
8.74084e+01,1.29043e-01,-2.25250e+00,
1.00930e+02,1.33981e-01,3.58744e-02,
9.04465e+01,1.45467e-01,3.59295e-02,
9.35051e+01,1.26722e-01,3.52757e-02,
9.23818e+01,1.36464e-01,3.93877e-02,
8.03987e+01,1.31151e-01,-2.26881e+00,
8.78440e+01,1.32007e-01,4.28824e-02,
8.93053e+01,1.33656e-01,3.57534e-02,
9.29226e+01,1.38595e-01,4.42803e-02,
9.44969e+01,1.41152e-01,-2.23635e+00,
9.01622e+01,1.36196e-01,-2.24619e+00,
9.36829e+01,1.33989e-01,1.87584e-02,
8.34179e+01,1.37117e-01,-2.26175e+00,
7.89525e+01,1.31495e-01,-2.27221e+00,
9.45383e+01,1.30072e-01,3.44701e-02,
9.15719e+01,1.31973e-01,2.62666e-03,
9.15788e+01,1.18043e-01,4.28673e-02,
8.74321e+01,1.31198e-01,-2.25245e+00,
8.87205e+01,1.33859e-01,-2.24949e+00,
9.26697e+01,1.37884e-01,3.78513e-02,
8.94708e+01,1.30560e-01,-2.24777e+00,
1.00530e+02,1.32281e-01,4.44414e-02,
9.22875e+01,1.30997e-01,3.14915e-02,
9.13115e+01,1.38443e-01,-2.24357e+00,
9.12484e+01,1.32620e-01,1.68368e-02,
9.26336e+01,1.31121e-01,4.90064e-02,
8.70618e+01,1.34510e-01,-2.25330e+00,
9.14171e+01,1.34153e-01,-2.24333e+00,
9.27456e+01,1.29219e-01,-2.24031e+00,
9.67653e+01,1.39568e-01,3.94386e-02,
9.52090e+01,1.29773e-01,-2.23474e+00,
8.72322e+01,1.23283e-01,-2.25291e+00,
9.59329e+01,1.27507e-01,-2.23311e+00,
9.29447e+01,1.34143e-01,4.76951e-02,
1.02740e+02,1.33177e-01,-2.21796e+00,
7.88400e+01,1.28581e-01,-2.27248e+00,
9.05329e+01,1.29561e-01,1.53360e-02,
8.90886e+01,1.40868e-01,-2.24865e+00,
9.23672e+01,1.35995e-01,-2.24117e+00,
9.12095e+01,1.32959e-01,-2.24380e+00,
8.85047e+01,1.25929e-01,5.27098e-02,
8.17672e+01,1.30036e-01,-2.26560e+00,
9.14741e+01,1.36704e-01,2.66452e-02,
9.09703e+01,1.37349e-01,-2.24435e+00,
9.00340e+01,1.37491e-01,-2.24648e+00,
8.80686e+01,1.39844e-01,1.36101e-02,
8.72560e+01,1.29640e-01,5.17165e-02,
9.71867e+01,1.28743e-01,2.91782e-02,
8.84841e+01,1.29872e-01,3.05668e-02,
9.42697e+01,1.29138e-01,-2.23686e+00,
8.95182e+01,1.39553e-01,-2.24766e+00,
9.56089e+01,1.41236e-01,4.60251e-02,
9.90995e+01,1.25654e-01,2.41602e-02,
8.92150e+01,1.36145e-01,-2.24836e+00,
9.18478e+01,1.34789e-01,5.55884e-02,
9.24155e+01,1.32260e-01,-2.24106e+00,
9.21246e+01,1.33335e-01,-2.24172e+00,
8.68148e+01,1.36331e-01,-2.25387e+00,
9.02922e+01,1.36633e-01,4.55659e-02,
9.11203e+01,1.31886e-01,-2.24400e+00,
8.17992e+01,1.31138e-01,-2.26552e+00,
8.66476e+01,1.33974e-01,-2.25426e+00,
8.78216e+01,1.28745e-01,-2.25155e+00,
8.79009e+01,1.32512e-01,-2.25137e+00,
9.25726e+01,1.29859e-01,1.89546e-02,
9.45818e+01,1.29569e-01,-2.23616e+00,
9.14356e+01,1.28209e-01,2.28130e-02,
9.16445e+01,1.30231e-01,-2.24281e+00,
8.51738e+01,1.34896e-01,-2.25767e+00,
8.83962e+01,1.29048e-01,1.87442e-02,
8.98007e+01,1.30243e-01,4.55551e-02,
9.40492e+01,1.34523e-01,8.10754e-03,
8.89134e+01,1.23786e-01,-2.24905e+00,
8.92261e+01,1.29341e-01,-2.24833e+00,
9.00122e+01,1.35706e-01,-2.24653e+00,
9.13662e+01,1.34454e-01,3.16833e-02,
9.54668e+01,1.32984e-01,2.28081e+03,
9.43611e+01,1.31649e-01,3.07958e-02,
8.78267e+01,1.24414e-01,-2.25154e+00,
9.71939e+01,1.36734e-01,-2.23029e+00,
8.82831e+01,1.28612e-01,5.52698e-02,
8.70207e+01,1.34351e-01,-2.25340e+00,
8.39564e+01,1.30746e-01,-2.26049e+00,
9.06963e+01,1.35589e-01,2.14540e-02,
1.00157e+02,1.28022e-01,4.98677e-02,
8.89055e+01,1.28875e-01,-2.24907e+00,
9.38232e+01,1.34699e-01,-2.23787e+00,
9.27746e+01,1.33198e-01,3.48636e-02,
9.62075e+01,1.24101e-01,-2.23250e+00,
8.87743e+01,1.35157e-01,4.17603e-02,
9.18801e+01,1.40653e-01,-2.24227e+00,
9.31452e+01,1.35194e-01,1.98830e-02,
9.59606e+01,1.35882e-01,-2.23305e+00,
8.89805e+01,1.25979e-01,7.17108e-03,
9.52466e+01,1.30093e-01,-2.23466e+00,
9.41354e+01,1.35312e-01,-2.23716e+00,
9.15061e+01,1.30231e-01,-2.24313e+00,
9.11886e+01,1.38505e-01,-2.24385e+00,
9.57198e+01,1.33006e-01,5.24064e-02,
8.70445e+01,1.27730e-01,-2.25334e+00,
8.90432e+01,1.26860e-01,-2.24875e+00,
8.79579e+01,1.34385e-01,3.16076e-02,
9.00886e+01,1.33161e-01,-2.24636e+00,
8.72020e+01,1.26967e-01,-2.25298e+00,
9.42659e+01,1.30485e-01,3.50933e-02,
9.70525e+01,1.42338e-01,2.03949e-02,
8.77167e+01,1.24688e-01,-2.25180e+00,
8.78180e+01,1.36569e-01,-2.25156e+00,
9.22477e+01,1.37487e-01,-2.24144e+00,
8.10592e+01,1.33611e-01,4.95842e-02,
9.16491e+01,1.38256e-01,7.28770e-02,
9.66074e+01,1.37308e-01,3.97638e-02,
9.88379e+01,1.24346e-01,3.50580e-02,
8.77327e+01,1.29064e-01,1.90892e-02,
9.45350e+01,1.31244e-01,-2.23626e+00,
8.69415e+01,1.35553e-01,-2.25358e+00,
9.44829e+01,1.31456e-01,5.05066e-02,
9.55694e+01,1.38798e-01,-2.23393e+00,
8.46473e+01,1.36941e-01,1.33133e-02,
8.14582e+01,1.30023e-01,-2.26632e+00,
8.89837e+01,1.42006e-01,-2.24889e+00,
9.04529e+01,1.32700e-01,-2.24553e+00,
9.38381e+01,1.33228e-01,-2.23784e+00,
9.11180e+01,1.42930e-01,-2.24401e+00,
9.44443e+01,1.30957e-01,-2.23647e+00,
9.00970e+01,1.39815e-01,4.56895e-02,
8.73183e+01,1.34775e-01,-2.25271e+00,
9.04197e+01,1.29331e-01,4.39681e-02,
1.01308e+02,1.29414e-01,4.49561e-02,
9.11330e+01,1.30939e-01,-2.24397e+00,
9.83440e+01,1.35478e-01,6.27236e-02,
8.80881e+01,1.27063e-01,-2.25094e+00,
9.67006e+01,1.34047e-01,1.64096e-02,
9.28124e+01,1.35096e-01,-2.24016e+00,
9.38985e+01,1.33842e-01,8.10353e-03,
9.67214e+01,1.33746e-01,6.11492e-02,
1.03548e+02,1.30077e-01,-2.21618e+00,
9.44803e+01,1.30231e-01,-2.23639e+00,
9.30260e+01,1.32500e-01,-2.23967e+00,
9.42326e+01,1.36202e-01,-2.23694e+00,
9.22961e+01,1.34941e-01,-2.24133e+00,
9.37716e+01,1.37779e-01,7.46545e-02,
9.31548e+01,1.33229e-01,3.98079e-02,
9.08272e+01,1.33573e-01,-2.24467e+00,
8.70032e+01,1.37192e-01,3.92178e-02,
9.45270e+01,1.35625e-01,-2.23628e+00,
9.44673e+01,1.37013e-01,2.41637e-02,
8.65658e+01,1.31043e-01,-2.25445e+00,
9.22921e+01,1.27582e-01,2.37267e-02,
9.39537e+01,1.26901e-01,5.13412e-02,
9.57907e+01,1.31751e-01,-2.23343e+00,
8.48346e+01,1.34288e-01,-2.25845e+00,
9.50678e+01,1.29150e-01,4.04375e-02,
9.54434e+01,1.28637e-01,-2.23422e+00,
8.67719e+01,1.38728e-01,2.60987e+04,
9.35934e+01,1.33273e-01,4.50523e-02,
9.92390e+01,1.39080e-01,3.86080e-02,
8.95906e+01,1.37914e-01,7.22672e-02,
8.92509e+01,1.33879e-01,-2.24827e+00,
9.43307e+01,1.32625e-01,-2.23672e+00,
8.83726e+01,1.28808e-01,-2.25029e+00,
9.27103e+01,1.36374e-01,5.79113e-03,
9.17794e+01,1.33768e-01,-2.24250e+00,
9.23134e+01,1.33067e-01,4.04043e-02,
9.25181e+01,1.28703e-01,2.78420e-02,
8.54028e+01,1.31501e-01,-2.25714e+00,
8.86106e+01,1.30722e-01,5.12599e-02,
8.69626e+01,1.33664e-01,-2.25353e+00,
9.23184e+01,1.38027e-01,3.61366e-02,
9.56840e+01,1.28258e-01,6.27316e-02,
8.88332e+01,1.36571e-01,-2.24923e+00,
8.48368e+01,1.34727e-01,-2.25845e+00,
8.19064e+01,1.28798e-01,-2.26527e+00,
9.49682e+01,1.37164e-01,-2.23529e+00,
9.69132e+01,1.33815e-01,1.06715e-02,
8.22540e+01,1.29790e-01,3.64401e-02,
9.05723e+01,1.40093e-01,1.02990e-02,
9.70282e+01,1.36041e-01,3.27451e-02,
9.30508e+01,1.39718e-01,-2.23962e+00,
9.65461e+01,1.28418e-01,8.12705e-03,
9.59792e+01,1.28088e-01,6.71353e-03,
9.19607e+01,1.36209e-01,4.47804e-02,
9.16721e+01,1.38324e-01,1.00333e+06,
9.07373e+01,1.33706e-01,8.53712e-03,
7.70075e+01,1.33754e-01,7.60034e-02,
9.13383e+01,1.36000e-01,3.83379e-02,
9.27886e+01,1.32341e-01,-2.24021e+00,
8.93335e+01,1.25496e-01,-2.24808e+00,
9.30693e+01,1.38363e-01,3.07119e-02,
9.96049e+01,1.40394e-01,1.04368e-02,
9.75959e+01,1.37335e-01,4.19540e-02,
9.37616e+01,1.27576e-01,1.37955e-02,
9.00236e+01,1.30546e-01,-2.24651e+00,
8.40633e+01,1.30656e-01,-2.26024e+00,
9.36173e+01,1.31527e-01,2.93179e-02,
9.36041e+01,1.36639e-01,7.44136e-02,
1.05975e+02,1.38782e-01,4.04510e-02,
9.53711e+01,1.34474e-01,9.25486e-03,
9.12962e+01,1.27602e-01,-2.24360e+00,
9.03159e+01,1.36693e-01,3.85885e-02,
9.15263e+01,1.26780e-01,-2.24308e+00,
9.22196e+01,1.35750e-01,3.98637e-02,
9.44233e+01,1.33042e-01,-2.23651e+00,
9.31220e+01,1.30186e-01,-2.23946e+00,
8.90789e+01,1.30454e-01,-2.24867e+00,
1.00553e+02,1.39352e-01,-2.22280e+00,
9.56955e+01,1.38902e-01,3.85740e-02,
9.07174e+01,1.38519e-01,-2.24492e+00,
9.66183e+01,1.37250e-01,4.73371e+02,
8.99517e+01,1.34940e-01,-2.24667e+00,
9.02020e+01,1.31121e-01,-2.24610e+00,
8.26084e+01,1.28663e-01,-2.26363e+00,
9.21401e+01,1.20962e-01,5.36517e-02,
9.05796e+01,1.28602e-01,2.61447e-02,
9.16901e+01,1.33419e-01,3.00896e-02,
8.95724e+01,1.35426e-01,3.12164e-02,
-1.00000e+00,1.24005e-01,6.50300e-01,
8.78261e+01,1.30427e-01,-2.25154e+00,
1.04637e+02,1.37222e-01,-2.21379e+00,
1.00732e+02,1.35469e-01,2.88897e-02,
9.90276e+01,1.32966e-01,4.32556e-02,
1.02217e+02,1.31878e-01,-2.21912e+00,
9.63046e+01,1.35042e-01,2.56861e-02,
9.81466e+01,1.37142e-01,-2.22816e+00,
8.62060e+01,1.36332e-01,2.49200e+01,
9.71231e+01,1.37025e-01,-2.23044e+00,
8.96541e+01,1.41105e-01,4.58832e-02,
1.02279e+02,1.44320e-01,3.95865e-02,
1.01060e+02,1.48013e-01,4.07107e-03,
1.10858e+02,1.47244e-01,-2.20027e+00,
1.07283e+02,1.48471e-01,2.50285e-02,
1.12659e+02,1.63235e-01,-2.19640e+00,
1.05020e+02,1.64731e-01,-2.21295e+00,
1.21102e+02,1.71500e-01,2.94558e-02,
1.23336e+02,1.71530e-01,5.73760e-02,
1.16223e+02,1.72496e-01,-2.18879e+00,
1.27229e+02,1.78796e-01,6.43387e-02,
1.18874e+02,1.74383e-01,2.09553e-02,
1.25676e+02,1.81374e-01,1.26253e-02,
1.22557e+02,1.76603e-01,5.78534e-02,
1.27958e+02,1.77027e-01,5.24656e-02,
1.24630e+02,1.84148e-01,-2.17114e+00,
1.35402e+02,1.78024e-01,3.23590e-02,
1.25654e+02,1.85725e-01,5.45221e-02,
1.32223e+02,1.79056e-01,5.28294e-02,
1.27972e+02,1.96316e-01,4.06982e-02,
1.31802e+02,1.90585e-01,5.02266e-02,
1.29929e+02,1.82785e-01,-2.16023e+00,
1.25503e+02,1.85640e-01,6.23870e-02,
1.32501e+02,1.92748e-01,4.21771e-02,
1.29938e+02,1.91621e-01,-2.16021e+00,
1.27052e+02,1.92480e-01,6.21456e-02,
1.30993e+02,1.94390e-01,5.36148e-02,
1.34676e+02,1.97370e-01,3.54872e-02,
1.37872e+02,1.96601e-01,6.30928e-02,
1.36457e+02,2.00047e-01,3.35698e-02,
1.36357e+02,1.98502e-01,4.83245e-02,
1.39781e+02,1.97630e-01,2.60970e-02,
1.31106e+02,1.98478e-01,3.18406e-02,
1.35242e+02,2.00356e-01,3.47760e-02,
1.28432e+02,2.01061e-01,3.41791e-02,
1.29985e+02,1.91585e-01,4.83200e-02,
1.33197e+02,1.91945e-01,3.65644e-02,
1.30928e+02,1.93759e-01,2.22070e-02,
1.36178e+02,1.99307e-01,6.11218e-02,
1.58580e+02,2.24292e-01,5.14269e-02,
1.81435e+02,2.78260e-01,6.00046e-02,
2.56021e+02,3.75566e-01,5.57163e-02,
3.70916e+02,5.55136e-01,8.44769e-02,
4.41474e+02,6.82869e-01,1.73911e-01,
5.91127e+02,9.54082e-01,2.02105e-01,
8.07334e+02,1.34379e+00,2.65909e-01,
9.50324e+02,1.63031e+00,3.13755e-01,
1.18808e+03,2.10402e+00,3.75620e-01,
1.47717e+03,2.68121e+00,4.63923e-01,
1.66151e+03,3.06027e+00,4.88478e-01,
1.92948e+03,3.64812e+00,5.42103e-01,
2.33969e+03,4.44988e+00,6.39937e-01,
2.67926e+03,5.15458e+00,7.29810e-01,
2.88113e+03,5.59216e+00,7.69781e-01,
3.20896e+03,6.24237e+00,8.54615e-01,
3.55702e+03,6.97778e+00,9.26413e-01,
3.78235e+03,7.37788e+00,9.81618e-01,
4.08600e+03,8.01788e+00,1.08063e+00,
4.45422e+03,8.73620e+00,1.14361e+00,
4.67995e+03,9.20096e+00,1.22452e+00,
4.99164e+03,9.80560e+00,1.29265e+00,
5.35253e+03,1.05480e+01,1.38682e+00,
5.56724e+03,1.09742e+01,1.45762e+00,
5.81698e+03,1.14487e+01,1.51253e+00,
6.03921e+03,1.19242e+01,1.57637e+00,
6.34728e+03,1.25110e+01,1.67654e+00,
6.80061e+03,1.33807e+01,1.79413e+00,
7.12772e+03,1.40577e+01,1.88168e+00,
7.30762e+03,1.44256e+01,1.92246e+00,
7.63207e+03,1.50516e+01,1.99610e+00,
7.94313e+03,1.56621e+01,2.09442e+00,
8.14538e+03,1.60719e+01,2.14348e+00,
8.40925e+03,1.65817e+01,2.23720e+00,
8.67053e+03,1.70843e+01,2.31519e+00,
8.82378e+03,1.73883e+01,2.34259e+00,
9.07618e+03,1.78964e+01,2.40626e+00,
9.30115e+03,1.83371e+01,2.46706e+00,
9.46682e+03,1.87019e+01,2.50954e+00,
9.64244e+03,1.90411e+01,2.55933e+00,
9.89541e+03,1.95250e+01,2.63199e+00,
1.00606e+04,1.98319e+01,2.67738e+00,
1.01689e+04,2.00596e+01,2.70901e+00,
1.03380e+04,2.03906e+01,2.76474e+00,
1.05325e+04,2.07626e+01,2.80220e+00,
1.06703e+04,2.10277e+01,2.86203e+00,
1.07133e+04,2.11011e+01,2.86702e+00,
1.08723e+04,2.14101e+01,2.90609e+00,
1.09793e+04,2.16245e+01,2.92584e+00,
1.10458e+04,2.17557e+01,2.92821e+00,
1.11309e+04,2.19014e+01,2.98991e+00,
1.12435e+04,2.21632e+01,3.00373e+00,
1.12609e+04,2.21858e+01,3.02214e+00,
1.13112e+04,2.22776e+01,3.01773e+00,
1.14058e+04,2.24453e+01,3.05285e+00,
1.14498e+04,2.25470e+01,3.07363e+00,
1.14673e+04,2.25846e+01,3.05377e+00,
1.15138e+04,2.26476e+01,3.07922e+00,
1.15578e+04,2.27654e+01,3.09893e+00,
1.16273e+04,2.28696e+01,3.11430e+00,
1.16209e+04,2.28619e+01,3.11883e+00,
1.16635e+04,2.29806e+01,3.12003e+00,
1.17347e+04,2.31282e+01,3.16357e+00,
1.17851e+04,2.32174e+01,3.19042e+00,
1.17750e+04,2.31841e+01,3.17516e+00,
1.18288e+04,2.32959e+01,3.16432e+00,
1.18545e+04,2.33295e+01,3.17685e+00,
1.18811e+04,2.33792e+01,3.18008e+00,
1.19010e+04,2.34166e+01,3.20072e+00,
1.19529e+04,2.35347e+01,3.21837e+00,
1.19322e+04,2.34851e+01,3.19743e+00,
1.19809e+04,2.35748e+01,3.21149e+00,
1.19602e+04,2.35372e+01,3.21302e+00,
1.20015e+04,2.35938e+01,3.21672e+00,
1.20324e+04,2.36635e+01,3.25172e+00,
1.20034e+04,2.36187e+01,3.20576e+00,
1.20329e+04,2.36870e+01,3.22654e+00,
1.20570e+04,2.37053e+01,3.24354e+00,
1.20599e+04,2.37133e+01,3.22002e+00,
1.20721e+04,2.37446e+01,3.23404e+00,
1.20866e+04,2.37720e+01,3.24175e+00,
1.21086e+04,2.38055e+01,3.25078e+00,
1.20978e+04,2.37829e+01,3.26297e+00,
1.21066e+04,2.38152e+01,3.25025e+00,
1.21499e+04,2.38837e+01,3.25490e+00,
1.21247e+04,2.38657e+01,3.26258e+00,
